"Date","Calories.Burned","Steps","Distance","Floors","Minutes.Sedentary","Minutes.Lightly.Active","Minutes.Fairly.Active","Minutes.Very.Active","Activity.Calories","Week.Day"
"2014-11-08","2,383","5,495",2.48,0,"1,419",9,6,6,NA,"Saturday"
"2014-11-09","3,294","18,963",9.67,0,"1,388",27,14,11,NA,"Sunday"
"2014-11-10","1,955","1,430",0.65,0,"1,386",38,11,5,"217","Monday"
"2014-11-11","1,770","35",0.02,0,"1,438",2,0,0,"7","Tuesday"
"2014-11-12","1,764","0",0,0,"1,440",0,0,0,"0","Wednesday"
"2014-11-13","1,762","0",0,0,"1,440",0,0,0,"0","Thursday"
"2014-11-14","3,089","12,824",6.45,0,"1,413",12,7,8,NA,"Friday"
"2014-11-15","2,596","8,908",4.17,0,"1,405",17,14,4,NA,"Saturday"
"2014-11-16","1,780","3,282",1.53,0,"1,436",2,0,2,NA,"Sunday"
"2014-11-17","1,751","0",0,0,"1,440",0,0,0,"0","Monday"
"2014-11-18","1,757","0",0,0,"1,440",0,0,0,"0","Tuesday"
"2014-11-19","1,763","0",0,0,"1,440",0,0,0,"0","Wednesday"
"2014-11-20","1,759","0",0,0,"1,440",0,0,0,"0","Thursday"
"2014-11-21","1,752","0",0,0,"1,440",0,0,0,"0","Friday"
"2014-11-22","1,749","0",0,0,"1,440",0,0,0,"0","Saturday"
"2014-11-23","1,763","0",0,0,"1,440",0,0,0,"0","Sunday"
"2014-11-24","1,761","0",0,0,"1,440",0,0,0,"0","Monday"
"2014-11-25","1,758","0",0,0,"1,440",0,0,0,"0","Tuesday"
"2014-11-26","1,755","0",0,0,"1,440",0,0,0,"0","Wednesday"
"2014-11-27","1,756","0",0,0,"1,440",0,0,0,"0","Thursday"
"2014-11-28","1,757","0",0,0,"1,440",0,0,0,"0","Friday"
"2014-11-29","1,758","0",0,0,"1,440",0,0,0,"0","Saturday"
"2014-11-30","1,759","0",0,0,"1,440",0,0,0,"0","Sunday"
"2014-12-01","1,760","0",0,0,"1,440",0,0,0,"0","Monday"
"2014-12-02","1,760","0",0,0,"1,440",0,0,0,"0","Tuesday"
"2014-12-03","1,752","0",0,0,"1,440",0,0,0,"0","Wednesday"
"2014-12-04","1,749","0",0,0,"1,440",0,0,0,"0","Thursday"
"2014-12-05","1,744","0",0,0,"1,440",0,0,0,"0","Friday"
"2014-12-06","1,747","0",0,0,"1,440",0,0,0,"0","Saturday"
"2014-12-07","1,734","0",0,0,"1,440",0,0,0,"0","Sunday"
"2014-12-08","1,753","0",0,0,"1,440",0,0,0,"0","Monday"
"2014-12-09","1,746","0",0,0,"1,440",0,0,0,"0","Tuesday"
"2014-12-10","1,745","0",0,0,"1,440",0,0,0,"0","Wednesday"
"2014-12-11","1,737","0",0,0,"1,440",0,0,0,"0","Thursday"
"2014-12-12","1,735","0",0,0,"1,440",0,0,0,"0","Friday"
"2014-12-13","1,731","0",0,0,"1,440",0,0,0,"0","Saturday"
"2014-12-14","1,732","0",0,0,"1,440",0,0,0,"0","Sunday"
"2014-12-15","1,732","0",0,0,"1,440",0,0,0,"0","Monday"
"2014-12-16","1,738","0",0,0,"1,440",0,0,0,"0","Tuesday"
"2014-12-17","1,729","0",0,0,"1,440",0,0,0,"0","Wednesday"
"2014-12-18","1,726","0",0,0,"1,440",0,0,0,"0","Thursday"
"2014-12-19","1,729","0",0,0,"1,440",0,0,0,"0","Friday"
"2014-12-20","1,727","0",0,0,"1,440",0,0,0,"0","Saturday"
"2014-12-21","1,729","0",0,0,"1,440",0,0,0,"0","Sunday"
"2014-12-22","1,733","0",0,0,"1,440",0,0,0,"0","Monday"
"2014-12-23","1,724","0",0,0,"1,440",0,0,0,"0","Tuesday"
"2014-12-24","1,728","0",0,0,"1,440",0,0,0,"0","Wednesday"
"2014-12-25","1,729","0",0,0,"1,440",0,0,0,"0","Thursday"
"2014-12-26","1,730","0",0,0,"1,440",0,0,0,"0","Friday"
"2014-12-27","1,730","0",0,0,"1,440",0,0,0,"0","Saturday"
"2014-12-28","1,731","0",0,0,"1,440",0,0,0,"0","Sunday"
"2014-12-29","1,731","0",0,0,"1,440",0,0,0,"0","Monday"
"2014-12-30","1,731","0",0,0,"1,440",0,0,0,"0","Tuesday"
"2014-12-31","1,731","0",0,0,"1,440",0,0,0,"0","Wednesday"
"2015-01-01","1,731","0",0,0,"1,440",0,0,0,"0","Thursday"
"2015-01-02","1,731","0",0,0,"1,440",0,0,0,"0","Friday"
"2015-01-03","1,731","0",0,0,"1,440",0,0,0,"0","Saturday"
"2015-01-04","1,731","0",0,0,"1,440",0,0,0,"0","Sunday"
"2015-01-05","1,731","0",0,0,"1,440",0,0,0,"0","Monday"
"2015-01-06","1,731","0",0,0,"1,440",0,0,0,"0","Tuesday"
"2015-01-07","1,732","0",0,0,"1,440",0,0,0,"0","Wednesday"
"2015-01-08","1,732","0",0,0,"1,440",0,0,0,"0","Thursday"
"2015-01-09","1,731","0",0,0,"1,440",0,0,0,"0","Friday"
"2015-01-10","1,732","0",0,0,"1,440",0,0,0,"0","Saturday"
"2015-01-11","1,732","0",0,0,"1,440",0,0,0,"0","Sunday"
"2015-01-12","1,732","0",0,0,"1,440",0,0,0,"0","Monday"
"2015-01-13","1,726","0",0,0,"1,440",0,0,0,"0","Tuesday"
"2015-01-14","1,726","0",0,0,"1,440",0,0,0,"0","Wednesday"
"2015-01-15","1,721","0",0,0,"1,440",0,0,0,"0","Thursday"
"2015-01-16","1,724","0",0,0,"1,440",0,0,0,"0","Friday"
"2015-01-17","1,730","0",0,0,"1,440",0,0,0,"0","Saturday"
"2015-01-18","1,722","0",0,0,"1,440",0,0,0,"0","Sunday"
"2015-01-19","1,731","0",0,0,"1,440",0,0,0,"0","Monday"
"2015-01-20","1,724","0",0,0,"1,440",0,0,0,"0","Tuesday"
"2015-01-21","1,729","0",0,0,"1,440",0,0,0,"0","Wednesday"
"2015-01-22","1,728","0",0,0,"1,440",0,0,0,"0","Thursday"
"2015-01-23","1,723","0",0,0,"1,440",0,0,0,"0","Friday"
"2015-01-24","1,717","0",0,0,"1,440",0,0,0,"0","Saturday"
"2015-01-25","1,719","0",0,0,"1,440",0,0,0,"0","Sunday"
"2015-01-26","2,541","4,694",2.12,24,"1,216",224,0,0,"1,001","Monday"
"2015-01-27","3,200","14,886",7.25,26,"666",186,48,70,"1,725","Tuesday"
"2015-01-28","3,085","14,301",6.46,26,"622",163,58,70,"1,636","Wednesday"
"2015-01-29","2,522","8,683",4.13,24,"773",153,8,28,"914","Thursday"
"2015-01-30","2,928","15,088",7,29,"668",174,20,71,"1,430","Friday"
"2015-01-31","2,516","6,674",3.02,31,"731",225,0,0,"951","Saturday"
"2015-02-01","2,728","5,674",2.56,19,"708",204,13,31,"1,207","Sunday"
"2015-02-02","2,954","10,191",4.76,25,"1,108",288,11,33,"1,514","Monday"
"2015-02-03","2,563","0",0,0,"1,440",0,0,0,"0","Tuesday"
"2015-02-04","3,148","16,085",7.44,46,"1,143",202,21,74,"1,652","Wednesday"
"2015-02-05","2,995","14,373",8.31,30,"654",193,19,61,"1,482","Thursday"
"2015-02-06","2,760","11,606",5.29,15,"753",185,27,49,"1,253","Friday"
"2015-02-07","3,083","17,227",8.89,40,"1,177",112,46,105,"1,632","Saturday"
"2015-02-08","2,994","12,731",6.09,31,"1,169",199,24,48,"1,453","Sunday"
"2015-02-09","3,150","14,068",6.66,29,"1,065",306,26,43,"1,792","Monday"
"2015-02-10","2,971","13,912",6.51,42,"756",150,36,65,"1,446","Tuesday"
"2015-02-11","2,474","8,206",3.89,35,"1,249",164,7,20,"935","Wednesday"
"2015-02-12","3,207","16,644",8.96,40,"1,139",214,32,55,"1,727","Thursday"
"2015-02-13","2,708","10,406",4.78,37,"1,197",216,15,12,"1,185","Friday"
"2015-02-14","2,515","8,940",4.21,24,"1,235",161,16,28,"995","Saturday"
"2015-02-15","1,716","98",0.04,0,"1,436",4,0,0,"16","Sunday"
"2015-02-16","3,033","14,363",6.56,32,"1,067",318,18,37,"1,683","Monday"
"2015-02-17","2,893","12,996",5.75,39,"1,144",221,28,47,"1,479","Tuesday"
"2015-02-18","1,698","45",0.02,0,"1,438",2,0,0,"7","Wednesday"
"2015-02-19","2,317","8,019",4.14,20,"1,332",53,16,39,"750","Thursday"
"2015-02-20","2,725","9,558",4.35,15,"1,159",235,22,24,"1,280","Friday"
"2015-02-21","2,695","10,445",5.07,18,"1,206",199,14,21,"1,190","Saturday"
"2015-02-22","1,694","0",0,0,"1,440",0,0,0,"0","Sunday"
"2015-02-23","2,757","10,934",5.03,39,"1,145",251,10,34,"1,320","Monday"
"2015-02-24","1,695","9",0,0,"1,440",0,0,0,"0","Tuesday"
"2015-02-25","2,768","10,163",4.49,32,"1,185",176,46,33,"1,321","Wednesday"
"2015-02-26","2,686","10,574",4.87,32,"719",228,13,27,"1,228","Thursday"
"2015-02-27","2,854","11,567",5.39,17,"1,134",267,4,35,"1,395","Friday"
"2015-02-28","2,952","12,730",6.12,22,"1,130",265,14,31,"1,544","Saturday"
"2015-03-01","2,892","11,300",5.17,28,"1,089",341,6,4,"1,531","Sunday"
"2015-03-02","1,691","106",0.05,0,"1,436",4,0,0,"15","Monday"
"2015-03-03","1,672","0",0,0,"1,440",0,0,0,"0","Tuesday"
"2015-03-04","2,186","6,150",3.41,19,"1,323",76,18,23,"627","Wednesday"
"2015-03-05","2,510","8,061",3.69,23,"760",254,0,0,"1,040","Thursday"
"2015-03-06","2,923","12,972",6.41,23,"1,093",294,20,33,"1,569","Friday"
"2015-03-07","3,157","15,500",7.05,23,"1,070",308,14,48,"1,767","Saturday"
"2015-03-08","2,596","8,048",3.63,21,"1,161",269,4,6,"1,140","Sunday"
"2015-03-09","2,754","11,420",5.18,28,"1,152",233,22,33,"1,293","Monday"
"2015-03-10","2,582","12,539",5.75,18,"1,258",94,19,69,"1,054","Tuesday"
"2015-03-11","1,666","0",0,0,"1,440",0,0,0,"0","Wednesday"
"2015-03-12","3,055","15,626",7.55,25,"1,101",266,16,57,"1,680","Thursday"
"2015-03-13","1,669","0",0,0,"1,440",0,0,0,"0","Friday"
"2015-03-14","1,774","1,033",0.47,5,"1,413",27,0,0,"117","Saturday"
"2015-03-15","2,578","9,606",4.33,81,"1,214",183,21,22,"1,098","Sunday"
"2015-03-16","1,681","40",0.02,2,"1,440",0,0,0,"0","Monday"
"2015-03-17","1,772","901",0.41,1,"1,412",21,7,0,"129","Tuesday"
"2015-03-18","1,676","0",0,0,"1,440",0,0,0,"0","Wednesday"
"2015-03-19","2,653","12,712",5.88,16,"1,244",110,15,71,"1,105","Thursday"
"2015-03-20","3,142","13,934",6.43,17,"1,109",237,44,50,"1,671","Friday"
"2015-03-21","2,492","7,760",3.6,12,"1,186",254,0,0,"1,043","Saturday"
"2015-03-22","1,677","0",0,0,"1,440",0,0,0,"0","Sunday"
"2015-03-23","1,679","0",0,0,"1,440",0,0,0,"0","Monday"
"2015-03-24","2,268","7,314",3.98,17,"1,311",84,19,26,"726","Tuesday"
"2015-03-25","1,942","1,758",0.79,14,"1,371",69,0,0,"285","Wednesday"
"2015-03-26","2,924","14,321",6.68,33,"1,140",204,41,55,"1,541","Thursday"
"2015-03-27","2,697","9,874",4.47,16,"1,161",243,32,4,"1,236","Friday"
"2015-03-28","3,156","15,296",6.98,15,"1,012",383,8,37,"1,889","Saturday"
"2015-03-29","1,683","0",0,0,"1,440",0,0,0,"0","Sunday"
"2015-03-30","1,684","0",0,0,"1,440",0,0,0,"0","Monday"
"2015-03-31","1,682","0",0,0,"1,440",0,0,0,"0","Tuesday"
"2015-04-01","1,682","0",0,0,"1,440",0,0,0,"0","Wednesday"
"2015-04-02","2,104","3,931",1.77,8,"1,353",39,18,30,"497","Thursday"
"2015-04-03","2,379","7,679",3.69,23,"1,248",178,0,14,"867","Friday"
"2015-04-04","1,685","6",0,0,"1,440",0,0,0,"0","Saturday"
"2015-04-05","1,682","0",0,0,"1,440",0,0,0,"0","Sunday"
"2015-04-06","1,683","0",0,0,"1,440",0,0,0,"0","Monday"
"2015-04-07","2,007","3,676",2.05,9,"1,364",58,5,13,"402","Tuesday"
"2015-04-08","1,683","0",0,0,"1,440",0,0,0,"0","Wednesday"
"2015-04-09","2,996","16,264",7.43,38,"1,131",232,30,47,"1,599","Thursday"
"2015-04-10","2,956","16,228",7.39,67,"1,158",182,20,80,"1,515","Friday"
"2015-04-11","3,043","15,916",7.18,41,"1,109",223,61,47,"1,694","Saturday"
"2015-04-12","1,771","1,093",0.49,1,"1,419",21,0,0,"99","Sunday"
"2015-04-13","1,684","0",0,0,"1,440",0,0,0,"0","Monday"
"2015-04-14","2,963","18,085",7.82,0,"1,171",129,27,113,"1,555","Tuesday"
"2015-04-15","2,995","17,839",8.71,6,"1,176",129,36,99,"1,583","Wednesday"
"2015-04-16","2,281","5,484",2.96,7,"1,288",151,1,0,"672","Thursday"
"2015-04-17","2,594","9,094",4.83,17,"1,195",245,0,0,"1,084","Friday"
"2015-04-18","2,823","13,205",6.94,14,"1,142",237,40,21,"1,406","Saturday"
"2015-04-19","2,871","13,783",7.27,21,"1,142",255,12,31,"1,442","Sunday"
"2015-04-20","3,012","13,951",7.46,51,"1,076",323,16,25,"1,646","Monday"
"2015-04-21","2,964","15,765",7.8,70,"1,158",180,40,62,"1,523","Tuesday"
"2015-04-22","2,988","12,135",6.87,46,"1,056",372,3,9,"1,660","Wednesday"
"2015-04-23","2,892","14,266",7.1,29,"1,125",244,21,50,"1,511","Thursday"
"2015-04-24","2,881","12,073",5.95,32,"1,158",208,40,34,"1,438","Friday"
"2015-04-25","2,644","10,637",5.25,32,"1,190",191,16,43,"1,192","Saturday"
"2015-04-26","2,598","8,781",4.73,19,"1,185",223,5,27,"1,114","Sunday"
"2015-04-27","3,083","16,726",8.09,37,"1,096",252,19,73,"1,712","Monday"
"2015-04-28","3,034","17,036",8.14,42,"649",194,39,63,"1,602","Tuesday"
"2015-04-29","3,532","20,667",10.61,26,"1,091",181,33,135,"2,179","Wednesday"
"2015-04-30","3,032","16,369",7.81,20,"1,130",218,25,67,"1,624","Thursday"
"2015-05-01","2,774","11,345",6,15,"1,136",255,16,33,"1,355","Friday"
"2015-05-02","3,580","19,812",10.38,41,"1,000",297,57,86,"2,314","Saturday"
"2015-05-03","1,895","2,511",1.24,3,"1,390",31,3,16,"255","Sunday"
"2015-05-04","2,439","6,336",3.56,25,"1,204",224,6,6,"954","Monday"
"2015-05-05","2,701","13,630",6.63,28,"1,218",152,22,48,"1,231","Tuesday"
"2015-05-06","3,083","18,162",9.24,30,"1,154",171,43,72,"1,654","Wednesday"
"2015-05-07","2,394","8,510",4.3,17,"1,283",127,4,26,"823","Thursday"
"2015-05-08","3,327","13,564",7.21,22,"1,027",358,22,33,"2,016","Friday"
"2015-05-09","3,436","16,993",8.82,27,"1,032",290,61,57,"2,145","Saturday"
"2015-05-10","2,386","5,120",2.95,21,"1,216",224,0,0,"867","Sunday"
"2015-05-11","2,696","9,120",4.55,27,"1,165",245,11,19,"1,239","Monday"
"2015-05-12","2,380","7,410",3.74,28,"1,287",114,11,28,"769","Tuesday"
"2015-05-13","2,750","11,812",6.14,27,"1,171",217,19,33,"1,300","Wednesday"
"2015-05-14","3,104","16,785",8.46,18,"1,150",195,24,71,"1,700","Thursday"
"2015-05-15","3,856","19,294",9.96,33,"921",397,55,67,"2,647","Friday"
"2015-05-16","1,854","1,115",0.52,2,"1,072",7,2,9,"112","Saturday"
"2015-05-17","2,491","7,780",4.26,22,"1,231",176,29,4,"942","Sunday"
"2015-05-18","2,693","11,580",6.81,49,"1,248",123,19,50,"1,168","Monday"
"2015-05-19","2,780","12,763",6.68,15,"1,149",256,24,11,"1,354","Tuesday"
"2015-05-20","2,365","5,597",3.31,11,"1,254",186,0,0,"795","Wednesday"
"2015-05-21","2,752","5,819",3.24,1,"1,205",209,4,22,"1,138","Thursday"
"2015-05-22","4,450","23,048",11.51,74,"990",277,62,111,"2,678","Friday"
"2015-05-23","3,603","19,433",10.03,133,"1,033",294,45,68,"2,279","Saturday"
"2015-05-24","3,200","15,437",7.8,94,"1,103",245,40,52,"1,793","Sunday"
"2015-05-25","3,381","15,017",8.1,16,"1,029",354,50,7,"1,968","Monday"
"2015-05-26","2,352","5,655",2.98,4,"1,282",135,16,7,"749","Tuesday"
"2015-05-27","2,354","6,650",7.13,2,"1,305",85,28,22,"768","Wednesday"
"2015-05-28","2,330","4,931",2.6,2,"1,308",87,23,22,"684","Thursday"
"2015-05-29","2,274","6,633",3.62,16,"1,272",168,0,0,"722","Friday"
"2015-05-30","1,877","1,610",0.93,2,"1,391",49,0,0,"219","Saturday"
"2015-05-31","1,726","124",0.08,0,"1,432",8,0,0,"28","Sunday"
"2015-06-01","1,705","0",0,0,"1,440",0,0,0,"0","Monday"
"2015-06-02","1,705","0",0,0,"1,440",0,0,0,"0","Tuesday"
"2015-06-03","2,961","10,510",5.68,19,"1,118",286,24,12,"1,463","Wednesday"
"2015-06-04","3,538","16,061",8.84,28,"1,008",300,72,60,"2,265","Thursday"
"2015-06-05","3,676","16,270",9.08,65,"967",351,103,19,"2,382","Friday"
"2015-06-06","3,431","14,798",8.58,29,"970",412,46,12,"2,173","Saturday"
"2015-06-07","3,431","18,741",9.05,36,"1,055",241,49,95,"2,119","Sunday"
"2015-06-08","3,365","19,310",9.71,10,"1,069",210,69,92,"2,035","Monday"
"2015-06-09","2,995","13,190",6.53,18,"1,205",119,27,89,"1,458","Tuesday"
"2015-06-10","3,339","17,237",8.54,29,"1,040",316,35,49,"2,006","Wednesday"
"2015-06-11","3,210","18,571",8.94,20,"1,109",179,59,93,"1,830","Thursday"
"2015-06-12","3,832","27,548",12.93,33,"995",227,88,130,"2,583","Friday"
"2015-06-13","3,130","17,304",8.85,23,"1,123",217,58,42,"1,694","Saturday"
"2015-06-14","2,678","11,002",5.68,2,"1,195",160,48,37,"1,232","Sunday"
"2015-06-15","3,297","17,738",8.63,28,"1,041",316,47,36,"1,983","Monday"
"2015-06-16","2,265","4,826",2.64,5,"1,270",170,0,0,"717","Tuesday"
"2015-06-17","2,438","6,997",3.69,4,"1,256",161,10,13,"855","Wednesday"
"2015-06-18","3,226","17,307",8.56,30,"1,113",230,26,71,"1,777","Thursday"
"2015-06-19","3,265","17,356",8.61,21,"1,123",206,31,80,"1,789","Friday"
"2015-06-20","3,141","16,884",8.57,11,"1,103",230,54,53,"1,742","Saturday"
"2015-06-21","3,100","17,299",8.35,16,"1,016",161,42,82,"1,624","Sunday"
"2015-06-22","3,066","13,128",6.51,53,"1,134",232,27,47,"1,602","Monday"
"2015-06-23","2,699","10,492",5.92,18,"1,232",152,25,31,"1,147","Tuesday"
"2015-06-24","2,507","6,846",3.79,3,"1,206",224,5,5,"987","Wednesday"
"2015-06-25","2,437","5,956",3.34,5,"1,236",191,6,7,"863","Thursday"
"2015-06-26","2,992","11,043",5.74,23,"1,137",247,31,25,"1,501","Friday"
"2015-06-27","2,719","10,000",5.38,11,"1,176",195,44,25,"1,279","Saturday"
"2015-06-28","2,724","10,706",5.66,2,"1,163",209,56,12,"1,267","Sunday"
"2015-06-29","2,944","12,684",6.31,21,"1,157",191,48,44,"1,506","Monday"
"2015-06-30","3,055","11,995",6.04,16,"1,090",275,44,31,"1,642","Tuesday"
"2015-07-01","2,610","8,509",4.56,5,"1,191",226,5,18,"1,113","Wednesday"
"2015-07-02","3,068","16,042",8.04,10,"1,112",241,29,58,"1,698","Thursday"
"2015-07-03","3,140","16,485",7.87,35,"1,146",152,59,83,"1,711","Friday"
"2015-07-04","2,250","6,455",3.26,2,"1,305",87,14,34,"677","Saturday"
"2015-07-05","2,891","11,466",5.83,24,"1,164",219,12,45,"1,433","Sunday"
"2015-07-06","3,268","17,602",8.94,40,"1,099",234,32,75,"1,872","Monday"
"2015-07-07","2,735","12,231",6.83,14,"1,215",170,9,46,"1,214","Tuesday"
"2015-07-08","2,981","13,604",6.94,24,"1,171",170,32,67,"1,497","Wednesday"
"2015-07-09","2,630","9,961",5.24,5,"1,213",196,18,13,"1,096","Thursday"
"2015-07-10","3,150","17,500",8.28,15,"1,135",179,36,90,"1,706","Friday"
"2015-07-11","2,498","6,615",3.62,10,"1,221",198,8,13,"946","Saturday"
"2015-07-12","2,508","10,734",4.98,10,"1,284",76,29,51,"930","Sunday"
"2015-07-13","2,633","10,321",5.46,8,"1,187",253,0,0,"1,145","Monday"
"2015-07-14","2,545","10,602",5.5,5,"1,219",202,3,16,"1,051","Tuesday"
"2015-07-15","2,593","8,891",4.7,6,"1,208",217,8,7,"1,045","Wednesday"
"2015-07-16","3,243","16,857",8.62,59,"1,113",187,78,62,"1,819","Thursday"
"2015-07-17","2,621","10,684",5.36,7,"1,224",184,14,18,"1,069","Friday"
"2015-07-18","2,650","7,753",4.67,13,"1,136",304,0,0,"1,230","Saturday"
"2015-07-19","3,414","15,499",8.37,64,"1,070",232,46,92,"2,056","Sunday"
"2015-07-20","3,120","12,907",6.61,59,"1,175",152,35,78,"1,601","Monday"
"2015-07-21","2,586","10,496",5.35,15,"1,223",193,9,15,"1,070","Tuesday"
"2015-07-22","3,464","18,120",10.33,65,"1,101",243,24,72,"2,024","Wednesday"
"2015-07-23","3,340","16,005",8.26,95,"1,096",216,57,71,"1,902","Thursday"
"2015-07-24","2,853","14,116",6.67,28,"1,199",147,35,59,"1,355","Friday"
"2015-07-25","3,056","11,411",6.24,65,"1,148",198,33,61,"1,631","Saturday"
"2015-07-26","1,991","3,043",1.63,3,"1,367",66,6,1,"345","Sunday"
"2015-07-27","2,652","10,828",5.62,12,"1,190",218,18,14,"1,160","Monday"
"2015-07-28","2,707","10,958",5.53,45,"1,228",141,36,35,"1,163","Tuesday"
"2015-07-29","3,212","15,000",7.74,146,"1,129",199,40,72,"1,779","Wednesday"
"2015-07-30","2,866","11,329",5.88,17,"1,166",235,19,20,"1,334","Thursday"
